protein1,protein2,combined_score
9606.ENSP00000000233,9606.ENSP00000317272,347
9606.ENSP00000001008,9606.ENSP00000354558,961
9606.ENSP00000001008,9606.ENSP00000275493,370
9606.ENSP00000001008,9606.ENSP00000362680,543
9606.ENSP00000002829,9606.ENSP00000261937,316
9606.ENSP00000002829,9606.ENSP00000282397,329
9606.ENSP00000002829,9606.ENSP00000263923,374
9606.ENSP00000002829,9606.ENSP00000350896,522
9606.ENSP00000002829,9606.ENSP00000317272,422
9606.ENSP00000003084,9606.ENSP00000499900,361
9606.ENSP00000003084,9606.ENSP00000428924,364
9606.ENSP00000003084,9606.ENSP00000269571,306
9606.ENSP00000003084,9606.ENSP00000275493,408
9606.ENSP00000003084,9606.ENSP00000354558,378
9606.ENSP00000003084,9606.ENSP00000362680,416
9606.ENSP00000003100,9606.ENSP00000393312,338
9606.ENSP00000005178,9606.ENSP00000354558,408
9606.ENSP00000005257,9606.ENSP00000346671,328
9606.ENSP00000005257,9606.ENSP00000275493,524
9606.ENSP00000005257,9606.ENSP00000354558,438
9606.ENSP00000005257,9606.ENSP00000302486,489
9606.ENSP00000005257,9606.ENSP00000269571,437
9606.ENSP00000005257,9606.ENSP00000317272,409
9606.ENSP00000005257,9606.ENSP00000263967,405
9606.ENSP00000005257,9606.ENSP00000419260,304
9606.ENSP00000005257,9606.ENSP00000362680,874
9606.ENSP00000005257,9606.ENSP00000262948,330
9606.ENSP00000005260,9606.ENSP00000393312,332
9606.ENSP00000005260,9606.ENSP00000263967,474
9606.ENSP00000005260,9606.ENSP00000275493,317
9606.ENSP00000005340,9606.ENSP00000361423,363
9606.ENSP00000005340,9606.ENSP00000346671,529
9606.ENSP00000005340,9606.ENSP00000302486,391
9606.ENSP00000005340,9606.ENSP00000362680,577
9606.ENSP00000005386,9606.ENSP00000354558,547
9606.ENSP00000005587,9606.ENSP00000477713,767
9606.ENSP00000005587,9606.ENSP00000346671,896
9606.ENSP00000005587,9606.ENSP00000362680,640
9606.ENSP00000005587,9606.ENSP00000428924,781
9606.ENSP00000006053,9606.ENSP00000275493,379
9606.ENSP00000006053,9606.ENSP00000282397,314
9606.ENSP00000006053,9606.ENSP00000269571,339
9606.ENSP00000006053,9606.ENSP00000362680,661
9606.ENSP00000006053,9606.ENSP00000263923,330
9606.ENSP00000008938,9606.ENSP00000483570,476
9606.ENSP00000009041,9606.ENSP00000269571,339
9606.ENSP00000009530,9606.ENSP00000483570,343
9606.ENSP00000009530,9606.ENSP00000317272,524
9606.ENSP00000009530,9606.ENSP00000362680,318
9606.ENSP00000009530,9606.ENSP00000373700,570
9606.ENSP00000009530,9606.ENSP00000477713,336
9606.ENSP00000009530,9606.ENSP00000275493,436
9606.ENSP00000009530,9606.ENSP00000288135,389
9606.ENSP00000009530,9606.ENSP00000499900,318
9606.ENSP00000009530,9606.ENSP00000428924,326
9606.ENSP00000009530,9606.ENSP00000257290,302
9606.ENSP00000009530,9606.ENSP00000269571,373
9606.ENSP00000011619,9606.ENSP00000317272,716
9606.ENSP00000011619,9606.ENSP00000362680,389
9606.ENSP00000011653,9606.ENSP00000477713,999
9606.ENSP00000011653,9606.ENSP00000302486,371
9606.ENSP00000011653,9606.ENSP00000275493,640
9606.ENSP00000011653,9606.ENSP00000282397,436
9606.ENSP00000011653,9606.ENSP00000354558,635
9606.ENSP00000011653,9606.ENSP00000346671,980
9606.ENSP00000011653,9606.ENSP00000261937,354
9606.ENSP00000011653,9606.ENSP00000432511,738
9606.ENSP00000011653,9606.ENSP00000288135,778
9606.ENSP00000011653,9606.ENSP00000257290,433
9606.ENSP00000011653,9606.ENSP00000428924,700
9606.ENSP00000011653,9606.ENSP00000499900,740
9606.ENSP00000011653,9606.ENSP00000361423,525
9606.ENSP00000011653,9606.ENSP00000269571,676
9606.ENSP00000011653,9606.ENSP00000419260,454
9606.ENSP00000011653,9606.ENSP00000263967,396
9606.ENSP00000011653,9606.ENSP00000483570,657
9606.ENSP00000011653,9606.ENSP00000371067,635
9606.ENSP00000011653,9606.ENSP00000317272,409
9606.ENSP00000011653,9606.ENSP00000373700,563
9606.ENSP00000011653,9606.ENSP00000261799,424
9606.ENSP00000011653,9606.ENSP00000362680,728
9606.ENSP00000011653,9606.ENSP00000263923,681
9606.ENSP00000011898,9606.ENSP00000275493,306
9606.ENSP00000013070,9606.ENSP00000231948,478
9606.ENSP00000013807,9606.ENSP00000269571,507
9606.ENSP00000013807,9606.ENSP00000275493,665
9606.ENSP00000013807,9606.ENSP00000373700,416
9606.ENSP00000013807,9606.ENSP00000263967,375
9606.ENSP00000013807,9606.ENSP00000317272,554
9606.ENSP00000014914,9606.ENSP00000275493,311
9606.ENSP00000014930,9606.ENSP00000362680,505
9606.ENSP00000017003,9606.ENSP00000275493,402
9606.ENSP00000019103,9606.ENSP00000362680,526
9606.ENSP00000020945,9606.ENSP00000261799,478
9606.ENSP00000020945,9606.ENSP00000373700,302
9606.ENSP00000020945,9606.ENSP00000263923,468
9606.ENSP00000020945,9606.ENSP00000362680,574
9606.ENSP00000020945,9606.ENSP00000317272,504
9606.ENSP00000020945,9606.ENSP00000371067,401
9606.ENSP00000020945,9606.ENSP00000393312,387
9606.ENSP00000020945,9606.ENSP00000263967,357
9606.ENSP00000020945,9606.ENSP00000269571,619
9606.ENSP00000020945,9606.ENSP00000257290,663
9606.ENSP00000020945,9606.ENSP00000361423,330
9606.ENSP00000020945,9606.ENSP00000288135,744
9606.ENSP00000020945,9606.ENSP00000282397,390
9606.ENSP00000020945,9606.ENSP00000354558,390
9606.ENSP00000020945,9606.ENSP00000275493,695
9606.ENSP00000020945,9606.ENSP00000302486,367
9606.ENSP00000020945,9606.ENSP00000346671,492
9606.ENSP00000023939,9606.ENSP00000361423,486
9606.ENSP00000025008,9606.ENSP00000263967,332
9606.ENSP00000025008,9606.ENSP00000354558,982
9606.ENSP00000025008,9606.ENSP00000275493,371
9606.ENSP00000027335,9606.ENSP00000317272,644
9606.ENSP00000027335,9606.ENSP00000393312,400
9606.ENSP00000027335,9606.ENSP00000263967,303
9606.ENSP00000027335,9606.ENSP00000350896,300
9606.ENSP00000027335,9606.ENSP00000261799,369
9606.ENSP00000027335,9606.ENSP00000362680,787
9606.ENSP00000027335,9606.ENSP00000263923,991
9606.ENSP00000027335,9606.ENSP00000275493,820
9606.ENSP00000027335,9606.ENSP00000282397,372
9606.ENSP00000027335,9606.ENSP00000354558,346
9606.ENSP00000027335,9606.ENSP00000302486,311
9606.ENSP00000027335,9606.ENSP00000346671,408
9606.ENSP00000027335,9606.ENSP00000261937,380
9606.ENSP00000027335,9606.ENSP00000257290,304
9606.ENSP00000027335,9606.ENSP00000269571,740
9606.ENSP00000027335,9606.ENSP00000288135,396
9606.ENSP00000037243,9606.ENSP00000362680,308
9606.ENSP00000037243,9606.ENSP00000261937,361
9606.ENSP00000037243,9606.ENSP00000354558,706
9606.ENSP00000037243,9606.ENSP00000275493,502
9606.ENSP00000037502,9606.ENSP00000269571,481
9606.ENSP00000043402,9606.ENSP00000269571,364
9606.ENSP00000043402,9606.ENSP00000275493,358
9606.ENSP00000044462,9606.ENSP00000361423,308
9606.ENSP00000046087,9606.ENSP00000275493,317
9606.ENSP00000046087,9606.ENSP00000269571,338
9606.ENSP00000046794,9606.ENSP00000346671,993
9606.ENSP00000046794,9606.ENSP00000477713,999
9606.ENSP00000046794,9606.ENSP00000275493,691
9606.ENSP00000046794,9606.ENSP00000432511,372
9606.ENSP00000046794,9606.ENSP00000428924,967
9606.ENSP00000046794,9606.ENSP00000419260,427
9606.ENSP00000046794,9606.ENSP00000263967,569
9606.ENSP00000046794,9606.ENSP00000483570,999
9606.ENSP00000046794,9606.ENSP00000371067,300
9606.ENSP00000046794,9606.ENSP00000362680,969
9606.ENSP00000052754,9606.ENSP00000269571,958
9606.ENSP00000052754,9606.ENSP00000257290,826
9606.ENSP00000052754,9606.ENSP00000275493,999
9606.ENSP00000052754,9606.ENSP00000261799,520
9606.ENSP00000052754,9606.ENSP00000263923,931
9606.ENSP00000052754,9606.ENSP00000362680,305
9606.ENSP00000052754,9606.ENSP00000317272,986
9606.ENSP00000053243,9606.ENSP00000483570,381
9606.ENSP00000053243,9606.ENSP00000477713,343
9606.ENSP00000053243,9606.ENSP00000269571,354
9606.ENSP00000053867,9606.ENSP00000275493,552
9606.ENSP00000054666,9606.ENSP00000263967,461
9606.ENSP00000054666,9606.ENSP00000477713,472
9606.ENSP00000054666,9606.ENSP00000275493,581
9606.ENSP00000054668,9606.ENSP00000483570,513
9606.ENSP00000056217,9606.ENSP00000275493,469
9606.ENSP00000064724,9606.ENSP00000257290,400
9606.ENSP00000064724,9606.ENSP00000350896,356
9606.ENSP00000070846,9606.ENSP00000275493,371
9606.ENSP00000072644,9606.ENSP00000354558,514
9606.ENSP00000074304,9606.ENSP00000263967,349
9606.ENSP00000075120,9606.ENSP00000275493,354
9606.ENSP00000075120,9606.ENSP00000354558,452
9606.ENSP00000075120,9606.ENSP00000362680,472
9606.ENSP00000075503,9606.ENSP00000269571,648
9606.ENSP00000078429,9606.ENSP00000263923,496
9606.ENSP00000078429,9606.ENSP00000362680,713
9606.ENSP00000078429,9606.ENSP00000373700,583
9606.ENSP00000078429,9606.ENSP00000262948,472
9606.ENSP00000078429,9606.ENSP00000483570,572
9606.ENSP00000078429,9606.ENSP00000371067,479
9606.ENSP00000078429,9606.ENSP00000263967,797
9606.ENSP00000078429,9606.ENSP00000393312,563
9606.ENSP00000078429,9606.ENSP00000269571,542
9606.ENSP00000078429,9606.ENSP00000257290,592
9606.ENSP00000078429,9606.ENSP00000361423,526
9606.ENSP00000078429,9606.ENSP00000288135,806
9606.ENSP00000078429,9606.ENSP00000432511,577
9606.ENSP00000078429,9606.ENSP00000275493,524
9606.ENSP00000078429,9606.ENSP00000302486,521
9606.ENSP00000078445,9606.ENSP00000263923,315
9606.ENSP00000078445,9606.ENSP00000477713,347
9606.ENSP00000078445,9606.ENSP00000346671,362
9606.ENSP00000080059,9606.ENSP00000261799,338
9606.ENSP00000080059,9606.ENSP00000275493,711
9606.ENSP00000085219,9606.ENSP00000346671,386
9606.ENSP00000085219,9606.ENSP00000477713,464
9606.ENSP00000085219,9606.ENSP00000275493,379
9606.ENSP00000085219,9606.ENSP00000288135,548
9606.ENSP00000085219,9606.ENSP00000432511,354
9606.ENSP00000085219,9606.ENSP00000269571,507
9606.ENSP00000085219,9606.ENSP00000428924,970
9606.ENSP00000085219,9606.ENSP00000499900,325
9606.ENSP00000085219,9606.ENSP00000361423,572
9606.ENSP00000085219,9606.ENSP00000483570,709
9606.ENSP00000085219,9606.ENSP00000371067,349
9606.ENSP00000085219,9606.ENSP00000263923,354
9606.ENSP00000085219,9606.ENSP00000362680,477
9606.ENSP00000155926,9606.ENSP00000302486,592
9606.ENSP00000158762,9606.ENSP00000477713,309
9606.ENSP00000159060,9606.ENSP00000362680,341
9606.ENSP00000160262,9606.ENSP00000477713,329
9606.ENSP00000160373,9606.ENSP00000317272,556
9606.ENSP00000161559,9606.ENSP00000362680,384
9606.ENSP00000161559,9606.ENSP00000275493,561
9606.ENSP00000161559,9606.ENSP00000477713,379
9606.ENSP00000161559,9606.ENSP00000346671,346
9606.ENSP00000162749,9606.ENSP00000362680,934
9606.ENSP00000162749,9606.ENSP00000263923,587
9606.ENSP00000162749,9606.ENSP00000371067,702
9606.ENSP00000162749,9606.ENSP00000393312,474
