adr_id,adr_term,source
C0426900,Arteriovenous fistula,SIDER
C0458109,Cleft palate,SIDER
C1142117,Corpus luteum cyst,SIDER
C0003635,Cryptorchism,SIDER
C0007370,Dermoid cyst,SIDER
C0233612,Gastrointestinal malformation,SIDER
C0022890,Pectus excavatum,SIDER
C0494559,Peritoneal haemorrhage,SIDER
C0023501,Umbilical hernia,SIDER
C0026884,Hydrothorax,SIDER
C0033931,Syndactyly,SIDER
C0038353,Conjoined twins,SIDER
C1456329,Spina bifida occulta,SIDER
C0042594,Ovarian hyperstimulation syndrome,SIDER
C0151500,Ovulation pain,SIDER
C0151898,Polydactyly,SIDER
C0036358,Arterial occlusion,SIDER
C0151911,Arterial occlusive disease,SIDER
C0233773,Amaurosis,SIDER
C0235315,Tibial torsion,SIDER
C0235883,Ovarian pain,SIDER
C0236171,Adnexa uteri pain,SIDER
C0239549,Apraxia,SIDER
C0700613,Catalepsy,SIDER
C0854382,Waxy flexibility,SIDER
C0858854,Labyrinthine disorder,SIDER
C1290864,Inner ear disorder,SIDER
C2173677,Leukaemoid reaction,SIDER
C0001969,Mutism,SIDER
C0392620,Psychosomatic disease,SIDER
C0021345,Gastric dilatation,SIDER
C0038045,Stomach dilation procedure,SIDER
C0043345,Vestibular disorder,SIDER
C0231686,Anticholinergic syndrome,SIDER
C0231749,Schizophrenic reaction,SIDER
C0234979,Schizophreniform disorder,SIDER
C0235119,Generalised spasm,SIDER
C0003621,Hypnagogic hallucination,SIDER
C0235213,Faeces discoloured,SIDER
C0235504,Uterine inflammation,SIDER
C0235564,Infection susceptibility increased,SIDER
C0238656,Fat intolerance,SIDER
C0240130,Anxiety state,SIDER
C0347950,Libido disorder,SIDER
C0497202,Unrest,SIDER
C0522570,Abdominal disorder,SIDER
C0854210,Renal cyst,SIDER
C0856864,Alcohol intoxication,SIDER
C1535950,Alcohol poisoning,SIDER
C0009377,Infectious mononucleosis,SIDER
C0030200,Sprain,SIDER
C0030583,Xeroderma,SIDER
C0037320,Unsteady gait,SIDER
C0149725,Knee pain,SIDER
C0235018,Dysdiadochokinesis,SIDER
C0271429,Hunger abnormal,SIDER
C0424024,Appetite disorder,SIDER
C0424109,Ejaculation decreased,SIDER
C0520540,Thrombophlebitis of the leg,SIDER
C0857468,Sneezing excessive,SIDER
C0745499,Painful ankle,SIDER
C0855246,Swelling of knees,SIDER
C0857083,Asthmatic attack,SIDER
C0015695,Abnormal eye movements NOS,SIDER
C0018924,Inflammation localised,SIDER
C0019069,Incomplete precocious puberty,SIDER
C0035460,Headache fullness,SIDER
C0151971,Gastrointestinal inflammation,SIDER
C0333291,Colonic pseudo-obstruction,SIDER
C0341163,Intractable pain,SIDER
C0341245,Parotitis,SIDER
C0400822,Sleep terror,SIDER
C0400821,Lower respiratory tract infection,SIDER
C0423008,Localised numbness,SIDER
C0574741,Otitis media acute,SIDER
C0853697,Delusional perception,SIDER
C0854029,Tearfulness,SIDER
C0857493,Rebound hypertension,SIDER
C0919883,Withdrawal hypertension,SIDER
C1096116,Junctional bradycardia,SIDER
C1112632,Abnormal sleep-related event,SIDER
C1168290,Generalized macular rash,SIDER
C2010560,Liver fatty,SIDER
C2939465,Haemarthrosis,SIDER
C0005858,Factor VIII deficiency,SIDER
C0005956,Vasomotor rhinitis,SIDER
C0007384,Intestinal ulcer,SIDER
C0020457,Ulcer haemorrhage,SIDER
C0021605,Gastric ulcer perforation,SIDER
C0023890,Duodenitis haemorrhagic,SIDER
C0031485,Lymphocytic colitis,SIDER
C0220982,Colitis microscopic,SIDER
C0270327,Eye bleeding,SIDER
C0520806,Skin bleeding,SIDER
C0549225,Neutrophil count decreased,SIDER
C0235360,Blood creatine increased,SIDER
C0948226,Upper gastrointestinal symptoms,SIDER
C0948429,Puncture site haemorrhage,SIDER
C1610069,Acquired haemophilia,SIDER
C1392046,Cross reactive drug hypersensitivity,SIDER
C0022951,Drug-induced hypersensitivity syndrome,SIDER
C0302813,Gastritis haemorrhagic,SIDER
C0027125,Glucose-6-phosphate dehydrogenase deficiency,SIDER
C0270921,Bloodshot eye,SIDER
C0014863,Bone marrow disorder,SIDER
C0850060,Cataplexy,SIDER
C0376175,Diabetic hyperosmolar coma,SIDER
C0042167,Insomnia NEC,SIDER
C0008526,Hepatic cirrhosis,SIDER
C0152253,Phenylketonuria,SIDER
C0154933,Ketoacidosis,SIDER
C0542044,Nocturnal enuresis,SIDER
C0019064,Sudden death,SIDER
C0022876,Myasthenic syndrome,SIDER
C0027022,Urinary abnormalities,SIDER
C0027145,Spasm biliary,SIDER
C0034091,Ureteral spasm,SIDER
C0036529,Diuretic effect,SIDER
C0041959,Circulatory depression,SIDER
C0043092,Cardiovascular insufficiency,SIDER
C3495801,Lactose intolerance,SIDER
C0153618,Lactase deficiency,SIDER
C0153619,Myotonia,SIDER
C0234909,Axonal neuropathy,SIDER
C0239937,Oesophageal spasm,SIDER
C0282488,Nasal itching,SIDER
C0341751,Bell's palsy,SIDER
C0404445,Posterior uveitis,SIDER
C0521626,Choroiditis,SIDER
C0747102,Posterior synechiae of iris,SIDER
C0750016,Iris adhesions,SIDER
C0854532,Incoherent,SIDER
C0858979,Pericardial haemorrhage,SIDER
C0869523,Premature labour,SIDER
C0877077,Myeloproliferative disorder,SIDER
C1142523,Myxoedema,SIDER
C1328537,Pulmonary veno-occlusive disease,SIDER
C1442837,Cardiomyopathy secondary NOS,SIDER
C1863751,Ureteritis,SIDER
C2242496,Wegener's granulomatosis,SIDER
C2747813,Granulomatosis with polyangiitis,SIDER
C0014034,Malignant neoplasm of renal pelvis,SIDER
C0017563,Ureteric cancer,SIDER
C0017567,Nail changes,SIDER
C0023524,Microscopic hematuria,SIDER
C0028778,Cystitis interstitial,SIDER
C0041909,Bladder necrosis,SIDER
C0085648,Ovarian atrophy,SIDER
C0221021,Bladder fibrosis,SIDER
C0541840,Ovarian failure,SIDER
C0553576,Generalized urticaria,SIDER
C0748052,Myopericarditis,SIDER
C0748318,Oral mucosa sore,SIDER
C0877042,Carditis,SIDER
C0877690,Myocardial haemorrhage,SIDER
C0948765,Hypothrombinaemia,SIDER
C1262018,Palmar-plantar erythema,SIDER
C1696946,Myocardial necrosis,SIDER
C1698088,Wound healing normal,SIDER
C0001144,Parotid gland inflammation,SIDER
C0042376,Bacterial colonisation,SIDER
C0151582,Enanthema,SIDER
C0151996,Gingival disorder,SIDER
C0154833,Gingival hypertrophy,SIDER
C0236178,Progressive multifocal leukoencephalopathy,SIDER
C0541896,Obstruction,SIDER
C1535919,Upper gastrointestinal haemorrhage,SIDER
C1704212,Synovial cyst,SIDER
C3536683,Microangiopathic haemolytic anaemia,SIDER
C0429468,Contraction skeletal muscle,SIDER
C0004767,Systemic mycosis,SIDER
C0547000,Erythrodermic psoriasis,SIDER
C1527405,Progressive renal failure,SIDER
C2609073,Graft loss,SIDER
C0003130,Renal graft loss,SIDER
C0263591,Cyclosporine toxicity,SIDER
C0919909,Polyomavirus infections,SIDER
C0857199,Transplant failure,SIDER
C0007302,Polyomavirus-associated nephropathy,SIDER
C0241266,Malignant solid tumour,SIDER
C0877167,Acne vulgaris,SIDER
C1096256,Vascular headache,SIDER
C1504405,Urate crystalluria,SIDER
C0026718,Uterine fibroids enlarged,SIDER
C0043541,Retinal vascular disorder,SIDER
C0035304,Intra-abdominal haemorrhage,SIDER
C0221040,Spermatozoa abnormal,SIDER
C0149504,Foetal chromosome abnormality,SIDER
C0231441,Embolus,SIDER
C0265294,Ovulation inhibited,SIDER
C0521172,Anovulatory cycle,SIDER
C0853198,Bartholin's cyst,SIDER
C0858618,Joint lock,SIDER
C0549369,Erythrocytosis,SIDER
C0221228,Splenic peliosis,SIDER
C0013928,Anoxia,SIDER
C0028840,Drug-induced lupus erythematosus,SIDER
C0028841,Tonic clonic movements,SIDER
C0033844,Red blotches,SIDER
C0035321,Chondropathy,SIDER
C0042909,Subcutaneous abscess,SIDER
C0151467,Psychomotor skills impaired,SIDER
C0152006,Cryptococcal cutaneous infection,SIDER
C0423281,Pyramidal tract syndrome,SIDER
C0423282,Mucormycosis,SIDER
C0859229,Zygomycosis,SIDER
C1608950,Retinal degeneration,SIDER
C1096278,Dialysis dementia,SIDER
C1535948,Toxic encephalopathy,SIDER
C1608942,Immobile,SIDER
C0022410,Metaphyseal dysplasia,SIDER
C0860453,Eschar,SIDER
C0262977,Gastroenteritis yersinia,SIDER
C0277884,Dyschromatopsia,SIDER
C0751900,Pancreatic enzymes increased,SIDER
C0040188,Comedone,SIDER
C0178417,Fat embolism,SIDER
C0234967,Ocular hypertension,SIDER
C0238051,Hypotony of eye,SIDER
C0376297,Pseudotumor,SIDER
C0556446,Retinal tear,SIDER
C0600104,Vitreous haemorrhage,SIDER
C0016751,Adrenocortical insufficiency acute,SIDER
C0235050,Vitreous opacities,SIDER
C0263492,Anterior chamber flare,SIDER
C0549150,Anterior chamber cell,SIDER
C0877197,Migration of implant,SIDER
C1274926,Device dislocation,SIDER
C0015914,Anterior chamber inflammation,SIDER
C0521305,Retinal aneurysm,SIDER
C0574770,Complication of device insertion,SIDER
C0740379,Joint instability,SIDER
C0235113,Loss of skin markings,SIDER
C0270971,Skin depigmentation,SIDER
C0541819,Blood pressure systolic increased,SIDER
C0751476,Motor tic,SIDER
C0856984,Tic,SIDER
C0011880,Anhedonia,SIDER
C0038534,Choreoathetoid movements,SIDER
C0239987,Vasculitis cerebral,SIDER
C0853705,Cardiac death,SIDER
C0267953,Drug craving,SIDER
C0438434,Compulsions,SIDER
C0019212,Fructose intolerance,SIDER
C0151464,Tingling skin,SIDER
C0339293,Ingrown hair,SIDER
C0560024,Pseudofolliculitis barbae,SIDER
C0740471,Numbness lips,SIDER
C0852875,Stinging skin,SIDER
C0856099,Fertilization,SIDER
C1302752,Assisted fertilisation,SIDER
C1535849,Body hair loss,SIDER
C1608953,Hydrocortisone decreased,SIDER
C0017650,Emotional poverty,SIDER
C0948023,Floppy infant,SIDER
C1096658,Burning rectal,SIDER
C0033797,Retching reflex decreased,SIDER
C0034931,Hyperexcitation,SIDER
C0458219,Diabetic ketoacidosis,SIDER
C0158281,Subconjunctival hemorrhage,SIDER
C0235238,Immunoglobulin G low,SIDER
C0269993,Blood immunoglobulin G decreased,SIDER
C0338591,Pancreatic necrosis,SIDER
C0857257,Scotoma annular,SIDER
C1522058,Hepatorenal syndrome,SIDER
C0151891,Injection site abscess,SIDER
C1142357,Corneal perforation,SIDER
C0020541,Swelling of eyelid,SIDER
C0858708,Creatinine abnormal NOS,SIDER
C0151664,Eye allergy,SIDER
C0238124,Hemorrhoids aggravated,SIDER
C0854456,Abrasion NOS,SIDER
C0857035,Application site induration,SIDER
C0423271,Intestinal diaphragm disease,SIDER
C1112366,Globus hystericus,SIDER
C1328375,Urine phosphate increased,SIDER
C1444680,Urine phosphorus increased,SIDER
C3665888,Pseudodementia,SIDER
C0086168,Reflex sympathetic dystrophy,SIDER
C0274727,Complex regional pain syndrome,SIDER
C0600125,Cervicobrachial syndrome,SIDER
C0857457,Cycloplegia,SIDER
C1698480,Suppressed lactation,SIDER
C1412000,Transient global amnesia,SIDER
C0010073,Bloated feeling,SIDER
C0027960,Coagulation necrosis,SIDER
C0027962,Retinal depigmentation,SIDER
C0239340,Symptomatic hyperlactatemia,SIDER
C0242698,Portal hypertension,SIDER
C0270729,Itch burning,SIDER
C0428908,Gastrointestinal perforation,SIDER
C0003813,Necrotising fasciitis,SIDER
C0578454,Cellulitis gangrenous,SIDER
C0857331,Acute anaphylaxis,SIDER
C1536074,Scleral hyperaemia,SIDER
C2242583,Eyelid irritation,SIDER
C0079027,Application site discomfort,SIDER
C3203457,Posterior capsule opacification,SIDER
C0750197,Reproductive toxicity,SIDER
C0917805,Dissociation,SIDER
C0919620,Digoxin toxicity,SIDER
C1540600,Electrocardiogram PR prolongation,SIDER
C0242453,Digoxin effect,SIDER
C0264909,Supraventricular tachyarrhythmia,SIDER
C0861149,Mesenteric vascular insufficiency,SIDER
C0231230,Arteriospasm coronary,SIDER
C0004352,Nevus,SIDER
C0015624,Melanocytic naevus,SIDER
C0023186,Edema of lower extremities,SIDER
C0024138,Left ventricular dysfunction,SIDER
C0032460,Drug-induced parkinsonism,SIDER
C0232940,Sinoatrial node dysfunction,SIDER
C0235946,Sinus arrhythmia,SIDER
C0236101,Neck swelling,SIDER
C0021290,Acute liver damage,SIDER
C0270823,Osteoarticular pain,SIDER
C0272315,Acute liver injury,SIDER
C0438235,Intraoperative hemorrhage,SIDER
C0542224,Procedural haemorrhage,SIDER
C0553681,Sustained ventricular tachycardia,SIDER
C0740279,Transient cerebral ischemia,SIDER
C1167709,Electrocardiogram ST-T change,SIDER
C1510586,Seizure cerebral,SIDER
C1868980,Prostatism,SIDER
C0235013,Defect conduction intraventricular,SIDER
C0022906,Proarrhythmic effect,SIDER
C1096185,Fatigability,SIDER
C0151738,Autism,SIDER
C0155919,Fanconi syndrome,SIDER
C0206063,Learning disorder,SIDER
C0343387,Discoid lupus erythematosus,SIDER
C0400823,Polycystic ovaries,SIDER
C0596240,Amenorrhea secondary,SIDER
C1167686,Cerebral atrophy,SIDER
C1167779,Neonatal and infancy disorder,SIDER
C1167791,Neonatal disorder,SIDER
C2364164,Petit mal status,SIDER
C0497364,Coagulation factor decreased,SIDER
C0684249,Liver function test normal,SIDER
C0242379,Spots before eyes,SIDER
C3495917,Hypofibrinogenaemia,SIDER
C0236141,Cerebellar atrophy,SIDER
C0749249,Epidermal necrosis,SIDER
C0877038,Autism spectrum disorder,SIDER
C1112436,Pharmacokinetic interaction,SIDER
C0857980,Hypervigilance,SIDER
C0003860,Lacrimal duct obstruction,SIDER
C0004063,Dacryostenosis acquired,SIDER
C0740319,Large intestine perforation,SIDER
C0041782,Acute pulmonary oedema,SIDER
C0221395,Radiation pneumonitis,SIDER
C0233569,Neutropenic enterocolitis,SIDER
C0235117,Neutropenic colitis,SIDER
C0241379,Cancer pain,SIDER
C2004521,Nail toxicity,SIDER
C0162279,Neutropenic infection,SIDER
C0221725,Skin toxicity,SIDER
C0857073,Fluid imbalance,SIDER
C1142349,Localized rash,SIDER
C0085580,Carcinoma of lung,SIDER
C0235357,Lung neoplasm malignant,SIDER
C0235756,General disorders and administration site conditions,SIDER
C2363829,Advanced breast cancer,SIDER
C0403673,Electrocardiogram abnormal specific,SIDER
C0001546,Wide complex tachycardia,SIDER
C0006144,Electrocardiogram poor R-wave progression,SIDER
C0017572,QRS axis abnormal,SIDER
C0027438,Serum prolactin increased,SIDER
C0393759,Arteritis,SIDER
C0456511,Assault,SIDER
C0751249,Physical assault,SIDER
C0847403,Deficiency anaemia,SIDER
C0853857,Erythropenia,SIDER
C0854985,Physical wandering,SIDER
C0858751,Withdrawal emotional,SIDER
C0877027,Increased thirst,SIDER
C0919892,Anaemia vitamin B12 deficiency,SIDER
C0948376,Choroidal detachment,SIDER
C0475746,Bronchial obstruction,SIDER
C0855625,Cold hands & feet,SIDER
C0857322,Eyelid pain,SIDER
C0031133,Essential hypertension,SIDER
C0152196,Tooth hypoplasia,SIDER
C0003119,Semen abnormal,SIDER
C0015663,Semen analysis abnormal,SIDER
C0023794,Retrograde ejaculation,SIDER
C0162824,Adjustment disorder,SIDER
C0281863,Breast cyst,SIDER
C1735646,Gingival recession,SIDER
C0003469,Nasopharyngeal disorder,SIDER
C0019559,Transient insomnia,SIDER
C0036749,Sleep paralysis,SIDER
C0085383,Chronic insomnia,SIDER
C0860711,Infective tenosynovitis,SIDER
C0342649,Cellulitis staphylococcal,SIDER
C1442839,Lung adenocarcinoma stage I,SIDER
C1533591,Lip blister,SIDER
C0241950,Joint range of motion decreased,SIDER
C0277899,Blood pressure inadequately controlled,SIDER
C0008149,Electrocardiogram ST-T segment abnormal,SIDER
C0232599,Light anaesthesia,SIDER
C0700639,Bilirubin conjugated increased,SIDER
C0232861,Anemic,SIDER
C0239376,Vermiculation,SIDER
C1142383,Spasm of accommodation,SIDER
C1328561,Anophthalmos,SIDER
C0032776,Fasting,SIDER
C0029396,Lipidosis,SIDER
C0334040,Photocontact dermatitis,SIDER
C0149911,Hepatitis C antibody positive,SIDER
C0302313,Rash recurrent,SIDER
C0221204,Anxiety disorder,SIDER
C1868919,Coxalgia,SIDER
C0153676,Serositis,SIDER
C0920103,Hypocapnia,SIDER
C1142520,Carbon dioxide decreased,SIDER
C1735348,Vascular calcification,SIDER
C0151625,Hypervitaminosis D,SIDER
C0005001,Deposit calcium,SIDER
C0271468,Intestinal infarction,SIDER
C0424813,Pulse absent,SIDER
C0014065,Chlamydial infection,SIDER
C0032045,Bilious vomiting,SIDER
C0038644,Congenital hypertrophic pyloric stenosis,SIDER
C0158687,Penile discharge,SIDER
C0235487,Pain of lower extremities,SIDER
C0856049,Breast tension,SIDER
C0235880,Postmenopausal spotting,SIDER
C0236003,Postmenopausal haemorrhage,SIDER
C0521481,Ectopic ossification,SIDER
C0236106,Extraskeletal ossification,SIDER
C0855791,Hypercalcaemia of malignancy,SIDER
C1384597,Osteolytic lesion,SIDER
C1096286,Osteolysis,SIDER
C0004153,Upper abdominal discomfort,SIDER
C0151765,Lung cancer metastatic,SIDER
C0451641,Haematotoxicity,SIDER
C0042018,Nail pigmentation,SIDER
C0856597,Anal irritation,SIDER
C0010263,Enzyme abnormality,SIDER
C0040997,Benign prostatic hypertrophy,SIDER
C0005424,Eustachian tube disorder,SIDER
C0011127,Orbital oedema,SIDER
C0018674,Encephalocele,SIDER
C0027609,Placental disorder,SIDER
C0041671,Sudden infant death syndrome,SIDER
C1263846,Congenital genital malformation,SIDER
C0080233,Embolism limb,SIDER
C0150055,Peripheral embolism,SIDER
C0151585,Mononeuritis,SIDER
C0151586,Mucosal swelling,SIDER
C0151589,Oedema mucosal,SIDER
C0151694,Photosensitivity allergic reaction,SIDER
C0948425,Mean cell volume increased,SIDER
C0151821,Acquired megacolon,SIDER
C0184567,Transaminases decreased,SIDER
C0221047,Atherosclerosis,SIDER
C0263530,Liver fatty deposition,SIDER
C0423820,Urolithiasis,SIDER
C0266998,Calculus urinary,SIDER
C0267033,Pulmonary alveolitis,SIDER
C0267028,Cramp of limb,SIDER
C0392378,Trigeminal neuralgia,SIDER
C0521492,Biliary tract disorder,SIDER
C0549452,Decubitus ulcer,SIDER
C0221743,Head injury,SIDER
C0740852,Drug withdrawal syndrome neonatal,SIDER
C0853939,Attention deficit disorder,SIDER
C0853942,Attention deficit/hyperactivity disorder,SIDER
C0860752,Tooth loss,SIDER
C0919599,Chronic pain,SIDER
C0919671,Deafness permanent,SIDER
C0919894,Partial permanent deafness,SIDER
C0949070,Partial transitory deafness,SIDER
C1112257,Hemorrhage of colon,SIDER
C1696685,Large intestinal haemorrhage,SIDER
C1739422,Accidental overdose,SIDER
C0919936,Acute pain,SIDER
C1868790,Bradycardia-tachycardia syndrome,SIDER
C0033578,Nail longitudinal striations,SIDER
C0162311,Nail ridging,SIDER
C0238033,Oral soft tissue disorder NOS,SIDER
C0029574,Lip ulceration,SIDER
C0860646,Lip pain,SIDER
C0267841,Gingival ulceration,SIDER
C0340613,Application site ulcer,SIDER
C0520571,Localised skin reaction,SIDER
C0004030,Skin reaction,SIDER
C0851807,Upper airway obstruction,SIDER
C0029119,Oral mucosal discolouration,SIDER
C0231666,Tongue blistering,SIDER
C1306600,Lactate increased,SIDER
C0236151,Application site eczema,SIDER
C0242584,Subileus,SIDER
C0272126,Nasal mucosal disorder,SIDER
C1168174,Upper respiratory tract congestion,SIDER
C0149678,Oral pustule,SIDER
C0333650,Intentional drug misuse,SIDER
C1280433,Opioid naive,SIDER
C0235093,Therapy naive,SIDER
C0740409,Intranasal hypoaesthesia,SIDER
C0037268,Neoplasm prostate,SIDER
C0039235,Androgenetic alopecia,SIDER
C0006905,Breast cancer male,SIDER
C0235318,Other dermatoses,SIDER
C0858524,Morbid dreams,SIDER
C0020581,Acalculous cholecystitis,SIDER
C0027134,Arterial aneurysm,SIDER
C0155388,Biliary fibrosis,SIDER
C0267446,Aspergillosis,SIDER
C0332798,Aspergillus infection,SIDER
C0456495,Opportunistic mycosis,SIDER
C0854402,Wrist drop,SIDER
C0854466,Radial nerve palsy,SIDER
C0549478,Renal function test abnormal,SIDER
C1096106,Autoimmune thrombocytopenia,SIDER
C1112489,Evans syndrome,SIDER
C1735373,Absolute neutrophil count decreased,SIDER
C0011304,Epstein-Barr virus infection,SIDER
C0155145,Fat atrophy,SIDER
C0234162,Lipoatrophy,SIDER
C0423172,Paralysis of bladder,SIDER
C2752009,Psychotic behaviour,SIDER
C0008449,Congenital skin disorder,SIDER
C0015923,Junctional tachycardia,SIDER
C0020624,Capillary fragility,SIDER
C0032519,Fullness abdominal,SIDER
C0034067,Tachycardia nervous,SIDER
C1328337,Hyphaema,SIDER
C0151538,Myringitis,SIDER
C0151571,External ear disorder,SIDER
C0151574,Acute gastroenteritis,SIDER
C0151702,Open wound,SIDER
C0151737,Ear canal erythema,SIDER
C0151752,Mechanical complication of implant,SIDER
C0155789,Implant expulsion,SIDER
C0156394,Device expulsion,SIDER
C0156543,Wound complication,SIDER
C0233523,Corneal irritation,SIDER
C0233528,Acute uveitis,SIDER
C0003431,Demyelination,SIDER
C0312422,Chronic conjunctivitis,SIDER
C0341164,Dysmetria,SIDER
C0427144,Dacryocanaliculitis,SIDER
C0542351,White matter lesion,SIDER
C0854381,Chondrodystrophy,SIDER
C0858970,Foetal alcohol syndrome,SIDER
C0919591,Hypomenorrhoea,SIDER
C0948011,Polymenorrhoea,SIDER
C1455705,Emphysema,SIDER
C0019621,Urethritis noninfective,SIDER
C2732728,Buccoglossal syndrome,SIDER
C0151310,Corneal lesion,SIDER
C0009398,Cough decreased,SIDER
C0428895,Muscle haemorrhage,SIDER
C1963946,Intentional injury,SIDER
C0264588,Lactation female,SIDER
C0701824,Oesophageal varices haemorrhage,SIDER
C0034074,Enlarged clitoris,SIDER
C0027627,Abortion,SIDER
C0038732,Antisocial behaviour,SIDER
C0235398,Asocial behaviour,SIDER
C0242788,Antisocial personality disorder,SIDER
C1384494,Blacked-out (not amnesia),SIDER
C0549293,Gastric ulcer haemorrhage,SIDER
C0858684,Toe walking,SIDER
C0859871,Battery,SIDER
C1322253,Genital haemorrhage,SIDER
C0001818,Carcinogenicity,SIDER
C0020604,Urogenital haemorrhage,SIDER
C0085136,Cervix haemorrhage uterine,SIDER
C0149707,Histiocytosis X of lung,SIDER
C0151899,Langerhans' cell histiocytosis,SIDER
C0521008,Body height decreased,SIDER
C0233697,Paresthesia generalized,SIDER
C0679048,Defective colour vision,SIDER
C0235774,Labile blood pressure,SIDER
C0240322,Laryngeal dystonia,SIDER
C0919661,Spasmodic dysphonia,SIDER
C1704373,Staggering gait,SIDER
C0009595,Pulmonary infarction,SIDER
C1868709,Metastasis,SIDER
C0233818,Sulphaemoglobinaemia,SIDER
C1536696,Diabetes mellitus exacerbated,SIDER
C1096646,Breast neoplasm NOS male,SIDER
C0239093,Metastatic carcinoma,SIDER
C0151580,Nasal soreness,SIDER
C0151595,Telangiectasis facial,SIDER
C0740304,Stinging of nose,SIDER
C0151472,Eczema infected,SIDER
C2240374,Agoraphobia,SIDER
C0010266,Hypochondriasis,SIDER
C0149744,Central nervous system neoplasm,SIDER
C0232203,Haematospermia,SIDER
C0423636,Syndrome screaming,SIDER
C0853087,Screaming,SIDER
C0861120,Obsessive rumination,SIDER
C0564622,Obsessive thoughts,SIDER
C0158369,Somnolence neonatal,SIDER
C0162627,Menstruation delayed,SIDER
C0587246,Heart alternation,SIDER
C0270795,Compulsive personality disorder,SIDER
C0700363,Obsessive-compulsive personality disorder,SIDER
C0920114,Activation syndrome,SIDER
C0079773,Judgement impaired,SIDER
C0026948,Overactivity,SIDER
C0277589,Transaminitis,SIDER
C0949091,Conjunctival irritation,SIDER
C1096243,Crystalluria calcium,SIDER
C1444565,Digitalis intoxication (NOS),SIDER
C0151614,COPD exacerbation,SIDER
C0264939,Albumin globulin ratio abnormal,SIDER
C0398623,Eosinophil count increased,SIDER
C0542027,Cranial nerve disorder,SIDER
C0401151,Oral lesion,SIDER
C0853277,Atrial rhythm,SIDER
C1535893,Cardiac pain,SIDER
C1619727,Nail abnormality NOS,SIDER
C0038166,Albumin urine increased,SIDER
C0549350,Albumin urine present,SIDER
C0007863,Swelling of limb,SIDER
C0008513,Skin bacterial infection,SIDER
C0011884,Limb paresis,SIDER
C0023223,Monoparesis,SIDER
C0151541,Rhythm idioventricular,SIDER
C0151946,Urinary sediment abnormal,SIDER
C0221237,Cutaneous T-cell lymphoma,SIDER
C0232267,Mycosis fungoides,SIDER
C0236018,Found dead (cause undetermined),SIDER
C0282005,Candida sepsis,SIDER
C0438242,Central line infection,SIDER
C0541881,Cardiopulmonary failure,SIDER
C0553668,Electrolyte depletion,SIDER
C0595861,Polyangiitis,SIDER
C0740447,Thrombophilia,SIDER
C0011882,Hypercoagulation,SIDER
C0849835,Chronic diarrhea,SIDER
C0877314,Pseudo-Bartter syndrome,SIDER
C1168225,Orthostatic intolerance,SIDER
C1282799,Decompensated cirrhosis,SIDER
C0011269,Staphylococcal skin infection,SIDER
C0024050,Conjunctivitis exacerbated,SIDER
C0018129,Occipital neuralgia,SIDER
C0032787,Chorioretinitis,SIDER
C1141930,Diabetic retinopathy,SIDER
C0038941,Leg ulcer,SIDER
C0235855,Capillary fragility increased,SIDER
C0521501,Pulmonary thrombosis,SIDER
C0742006,Angular cheilitis,SIDER
C0742007,Pericardial rub,SIDER
C2747852,Aura,SIDER
C0000932,Scrotal swelling,SIDER
C0273115,Blood urea abnormal,SIDER
C0700078,Difficulty focusing eyes,SIDER
C0858307,Labored breathing,SIDER
C0853289,Parasuicide,SIDER
C1142072,Diabetic peripheral neuropathy,SIDER
C1609536,Diabetic neuropathy,SIDER
C1704437,Lip haemorrhage,SIDER
C0085693,Blood glucose fluctuation,SIDER
C0151640,Inner ear infection,SIDER
C0242420,Penile swelling,SIDER
C0857323,Vascular dementia,SIDER
C0015668,Lower gastrointestinal haemorrhage,SIDER
C0235282,Transplant rejection,SIDER
C0235905,Postoperative complications NOS,SIDER
C0001973,Post procedural complication,SIDER
C0004691,Postoperative wound infection,SIDER
C0020617,Sepsis secondary,SIDER
C0158775,Injection site thrombosis,SIDER
C0232570,Catheter infection,SIDER
C0233417,Catheter sepsis,SIDER
C0235832,Device related sepsis,SIDER
C0235922,Traffic accident,SIDER
C0241137,Traumatic lung injury,SIDER
C0241832,Tendon reflex decreased,SIDER
C0497538,Bilirubin normal,SIDER
C0745153,Blood bilirubin normal,SIDER
C0857093,Oral toxicity,SIDER
C0271710,Allergic bronchospasm,SIDER
C0858217,Respiratory distress syndrome,SIDER
C0021847,Acute appendicitis,SIDER
C0948779,Fertility male decreased,SIDER
C0426498,Retinal oedema,SIDER
C0695236,Angioedema of larynx,SIDER
C0859032,Fat necrosis,SIDER
C1096275,Ear roaring,SIDER
C0151563,Myasthenia gravis-like syndrome,SIDER
C1697642,Alcoholism,SIDER
C0338375,Balanoposthitis,SIDER
C3203695,Hypoglycaemic coma,SIDER
C0341503,Spine malformation,SIDER
C0394006,Epigastric fullness,SIDER
C0401013,Poor concentration,SIDER
C0549202,Hernia congenital,SIDER
C0221245,Breast neoplasm benign female,SIDER
C0848548,Pallor of skin,SIDER
C0853893,Cerebrovascular insufficiency,SIDER
C0857432,Benign gastrointestinal neoplasm,SIDER
C0853754,Hypoglycaemic episode,SIDER
C0948808,Elevated liver enzyme levels,SIDER
C1608397,Hypoglycemic reaction,SIDER
C0948817,Gastrointestinal fullness,SIDER
C1112210,Intestinal pseudo-obstruction,SIDER
C1141885,Gastrointestinal hypomotility,SIDER
C1868771,Tongue dry,SIDER
C0238304,Tracheostomy infection,SIDER
C0459435,Moaning,SIDER
